LAS mean service time (hr),DEN mean service time (hr),MDW mean service time (hr),LAS initial aircraft reserve,DEN initial aircraft reserve,MDW initial aircraft reserve,LAS->DEN travel time (hr),LAS->MDW travel time (hr),DEN->MDW travel time (hr),DEN->LAS travel time (hr),MDW->LAS travel time (hr),MDW->DEN travel time (hr),State,Day,Duration,Date
0.14727126,0.079244405,0.056889724,4.5877857,4.516391,2.9073884,1.6626878,2.9328597,1.644867,1.7551427,4.256539,2.9849482,Nominal,2,1,2022-12-03
0.1910368,0.14405979,0.06293236,5.728876,5.918505,4.425731,1.5936546,2.8111236,1.6058817,1.7937568,4.1752944,2.837196,Nominal,2,1,2022-12-03
0.1511841,0.14037156,0.07850836,4.307042,5.3588905,3.5962949,1.5910789,2.9722843,1.7160898,1.7564396,4.0795927,3.021517,Nominal,2,1,2022-12-03
0.10093977,0.106696725,0.088389315,4.078652,5.3583584,3.7377393,1.5596775,2.8415084,1.7144183,1.7187921,4.184435,3.0939705,Nominal,2,1,2022-12-03
0.15760426,0.08975186,0.054112084,5.783711,6.775755,3.1581254,1.6047832,2.7458112,1.8287071,1.7975079,4.2915435,3.015947,Nominal,2,1,2022-12-03
0.20143434,0.07460712,0.08478011,5.8752284,5.788743,2.6997435,1.6482731,2.8591905,1.7116464,1.7440622,4.370966,2.989835,Nominal,2,1,2022-12-03
0.12995575,0.07655289,0.0741349,3.172783,5.6567597,4.533165,1.6159022,2.6861992,1.7690645,1.8262829,4.184977,2.96039,Nominal,2,1,2022-12-03
0.16165394,0.04866644,0.1599667,3.742099,5.106234,4.0661836,1.6124306,2.7959833,1.7519804,1.7950711,4.127176,2.885084,Nominal,2,1,2022-12-03
0.17055996,0.11355887,0.068288505,4.142663,4.851297,3.145987,1.5592659,2.6748383,1.680538,1.6974528,4.0971403,2.8807027,Nominal,2,1,2022-12-03
0.12669782,0.072632395,0.08026596,4.3395553,5.8590746,3.4423735,1.6336887,2.7468996,1.7202275,1.7636465,4.400418,2.9232545,Nominal,2,1,2022-12-03
0.1364073,0.09428501,0.11324084,3.7703893,4.8414617,4.243376,1.5964488,2.7514522,1.7509185,1.7552518,4.4229856,2.9405842,Nominal,2,1,2022-12-03
0.18048596,0.08672728,0.08546655,4.63733,6.580452,2.7346544,1.6564155,2.8285973,1.5771056,1.7143068,4.316872,2.9156246,Nominal,2,1,2022-12-03
0.19244361,0.083876245,0.08102517,5.5643535,5.456207,3.370725,1.6451852,2.7791023,1.7145636,1.7122937,4.2113886,2.9571424,Nominal,2,1,2022-12-03
0.13732453,0.10295059,0.095474094,5.2857394,5.059706,3.5017364,1.5501094,2.7663338,1.6928794,1.7958544,4.3466897,2.8232775,Nominal,2,1,2022-12-03
0.10430847,0.15820602,0.068769984,4.813699,5.009644,4.525642,1.6572112,2.8356948,1.7502526,1.8147471,4.2055845,2.9233847,Nominal,2,1,2022-12-03
0.14649557,0.12862833,0.090535946,4.215877,5.870179,4.092652,1.6799427,2.6772356,1.8048987,1.7704008,4.224734,2.8476999,Nominal,2,1,2022-12-03
0.17059812,0.09475833,0.069006294,3.0763652,5.288954,3.693909,1.5837733,2.8254128,1.7181749,1.7058853,4.2318864,2.9382818,Nominal,2,1,2022-12-03
0.18572941,0.064649835,0.0708566,5.343384,5.3976145,3.372087,1.603497,2.63899,1.8213544,1.7771968,4.1913095,2.949463,Nominal,2,1,2022-12-03
0.14216515,0.08387196,0.051595975,4.8727355,4.6884813,3.658715,1.642285,2.8206806,1.6278323,1.7778615,4.4767947,2.9872785,Nominal,2,1,2022-12-03
0.15262985,0.103248015,0.07374399,4.32483,5.7336774,3.883432,1.6337624,2.7114446,1.7540493,1.7338564,4.3576307,2.9594142,Nominal,2,1,2022-12-03
0.15363961,0.15342759,0.039710645,4.3221135,5.6858964,3.4104578,1.5348656,2.8497465,1.7411929,1.7371,4.4141364,2.8946075,Nominal,2,1,2022-12-03
0.18194792,0.09815426,0.05428102,3.9042153,5.7583756,3.9647207,1.6207772,2.9000747,1.6778086,1.818801,4.4588475,2.8680625,Nominal,2,1,2022-12-03
0.18959092,0.099012084,0.048018873,4.3624706,5.8716016,3.7236812,1.6168787,2.7731247,1.603814,1.6980832,4.107248,2.852157,Nominal,2,1,2022-12-03
0.17679,0.10186907,0.12610759,3.9586499,4.0981936,3.215421,1.5452981,2.780238,1.764949,1.8024926,4.0252185,2.9592974,Nominal,2,1,2022-12-03
0.17204069,0.12464797,0.0633162,4.982001,6.055889,3.0117083,1.5820524,2.7711673,1.6670943,1.7867969,4.282003,3.0502865,Nominal,2,1,2022-12-03
0.17165487,0.074661754,0.11631511,5.0920067,6.0244484,3.911217,1.6516663,2.8271346,1.736736,1.758894,4.3446126,3.135353,Nominal,2,1,2022-12-03
0.16021626,0.06758583,0.05039397,6.0622144,6.1472473,3.6510437,1.5366858,2.85037,1.6878791,1.7242646,4.2018876,2.9288201,Nominal,2,1,2022-12-03
0.10108991,0.117888615,0.07558101,4.6294274,4.4855757,3.3350787,1.5931382,2.8906827,1.737054,1.7216928,4.2533574,2.8970087,Nominal,2,1,2022-12-03
0.2117156,0.07771023,0.07757262,4.8971977,5.570555,4.8210325,1.6715499,2.7274373,1.7455478,1.7685149,4.2240787,3.0470104,Nominal,2,1,2022-12-03
0.17382154,0.056627158,0.13162985,4.8710914,5.0781393,3.7526927,1.6321938,2.7774837,1.7298054,1.7967899,4.313394,2.9845679,Nominal,2,1,2022-12-03
0.19839966,0.13951614,0.09192038,6.0925655,6.2878337,3.8325214,1.6746082,2.6189005,1.6639793,1.7476258,4.171187,2.8589025,Nominal,2,1,2022-12-03
0.18073112,0.14895381,0.07687983,4.748457,5.4229655,4.2440796,1.5944728,2.9262407,1.7020209,1.7445103,4.183598,2.877422,Nominal,2,1,2022-12-03
0.15767421,0.10403574,0.101574965,5.146684,5.4929757,3.1410918,1.5335616,2.859203,1.6327441,1.7497343,4.275064,2.9535167,Nominal,2,1,2022-12-03
0.1551839,0.07052636,0.05832574,5.3202095,5.4156747,3.7915947,1.6833115,2.7632318,1.7131604,1.7291555,4.201598,2.882622,Nominal,2,1,2022-12-03
0.17777286,0.09453518,0.05747034,3.9355206,4.992977,3.344587,1.598005,2.7379134,1.742772,1.7305986,4.4038067,2.9516873,Nominal,2,1,2022-12-03
0.14247371,0.10024049,0.074350975,4.059632,5.608255,3.8570073,1.5821055,2.7860746,1.630212,1.7888874,4.2733955,3.0197327,Nominal,2,1,2022-12-03
0.16314468,0.08316464,0.057955395,4.3286653,5.069871,3.4371343,1.5194805,2.7826285,1.7764318,1.7336599,4.0997486,2.9889665,Nominal,2,1,2022-12-03
0.14822802,0.10763295,0.053814434,5.271073,6.8957157,3.341219,1.6008569,2.7236414,1.7512875,1.7848918,4.22143,2.8310063,Nominal,2,1,2022-12-03
0.19000895,0.08940414,0.06557802,5.172525,5.8667717,3.1600943,1.6323572,2.801288,1.7159753,1.7537512,4.0219913,3.1200175,Nominal,2,1,2022-12-03
0.143253,0.09986824,0.068752445,4.8538265,4.8689027,3.0913692,1.6369659,2.770449,1.6367311,1.7409565,4.215992,2.8014164,Nominal,2,1,2022-12-03
0.18523619,0.12145473,0.08646903,5.35282,5.9553714,3.0836678,1.570713,2.7441308,1.69652,1.7155519,4.1917276,2.996512,Nominal,2,1,2022-12-03
0.24544002,0.09972752,0.071727194,3.7813492,5.082599,3.5994127,1.5650891,2.9325747,1.6937393,1.6407032,4.3786187,2.9889846,Nominal,2,1,2022-12-03
0.13898459,0.090533726,0.07964888,5.1773148,4.7940083,4.2438993,1.556248,2.8497636,1.740878,1.8706743,4.182593,2.9307895,Nominal,2,1,2022-12-03
0.13534458,0.14607404,0.056663025,4.8444424,6.0272036,3.494729,1.5943841,2.7169402,1.7203238,1.783255,4.3040533,3.0045671,Nominal,2,1,2022-12-03
0.16423064,0.067638606,0.0946458,5.254391,5.8361897,3.180753,1.6718527,2.677701,1.66005,1.7101104,4.3050547,2.9398723,Nominal,2,1,2022-12-03
0.16481364,0.12920758,0.05921036,4.439813,5.4525294,3.3749464,1.5801572,2.7826583,1.7450317,1.7793974,4.2546625,2.9389565,Nominal,2,1,2022-12-03
0.19184643,0.109659456,0.077865,4.7832165,5.107521,4.749498,1.6728824,2.7503517,1.7193918,1.7509079,4.323402,2.90921,Nominal,2,1,2022-12-03
0.20482951,0.23531157,0.054343227,4.7290325,5.25505,3.0687723,1.5937083,2.8298337,1.68878,1.7478137,4.3092375,2.92984,Nominal,2,1,2022-12-03
0.15430574,0.055603232,0.080512725,4.435039,5.6164193,3.3533468,1.6758817,2.6817212,1.730065,1.8034514,4.220487,2.8961833,Nominal,2,1,2022-12-03
0.18775785,0.10717417,0.06326979,4.8975115,6.011401,3.6138315,1.5925063,2.649502,1.669697,1.8115629,4.384498,2.9197655,Nominal,2,1,2022-12-03
0.20977107,0.105640285,0.079967156,5.436676,5.1818023,3.2196684,1.5378458,2.8636296,1.7307694,1.7400808,4.2817197,2.9901729,Nominal,2,1,2022-12-03
0.1489817,0.063970946,0.067587055,4.2408733,5.0414753,3.9736428,1.6005455,2.8374681,1.6573822,1.7748216,4.3317494,2.9358792,Nominal,2,1,2022-12-03
0.20920855,0.081084125,0.056554258,4.4923134,6.638709,3.5178955,1.7098947,2.7984407,1.7090718,1.744498,4.2797346,2.8757496,Nominal,2,1,2022-12-03
0.1255936,0.0954054,0.071593575,6.135,6.0759435,3.4327555,1.6131328,2.7223384,1.6903737,1.827179,4.2168465,2.8406758,Nominal,2,1,2022-12-03
0.22005576,0.12100756,0.06453099,3.9966054,5.3307204,4.04038,1.5290531,2.8484852,1.7251382,1.7682317,4.314524,2.9503314,Nominal,2,1,2022-12-03
0.14773998,0.09788953,0.085132025,4.665334,4.9060073,3.0178797,1.6043619,2.773444,1.6967993,1.8298213,4.206959,2.9533908,Nominal,2,1,2022-12-03
0.21676798,0.120912164,0.05290157,5.448996,5.7061753,3.530426,1.6026464,2.946929,1.5629658,1.7597681,4.292503,2.980576,Nominal,2,1,2022-12-03
0.16481893,0.15441585,0.052221052,5.417553,6.3602595,3.4807558,1.6319594,2.674302,1.6450214,1.7967639,4.2034025,2.958073,Nominal,2,1,2022-12-03
0.17432117,0.07682777,0.04942216,4.757216,5.7578444,3.436417,1.6180694,2.893471,1.7000616,1.7703122,4.3238106,2.988931,Nominal,2,1,2022-12-03
0.15101334,0.06675847,0.06837411,4.645215,5.984292,3.6022375,1.62285,2.6691258,1.7014186,1.7945161,4.23583,2.9375675,Nominal,2,1,2022-12-03
0.19035056,0.09441769,0.07067642,4.9821386,5.8827524,3.7439635,1.5693431,2.77439,1.6828216,1.7532007,4.199734,3.0089147,Nominal,2,1,2022-12-03
0.16777782,0.09763635,0.07230712,4.5537095,5.7449713,4.7323923,1.5920377,2.8001275,1.7259762,1.7328001,4.141091,3.0419557,Nominal,2,1,2022-12-03
0.18141478,0.078719854,0.10835078,5.437486,6.286675,3.4349568,1.5988967,2.680196,1.7171402,1.7109379,4.1289215,2.947777,Nominal,2,1,2022-12-03
0.1754247,0.0974047,0.1296965,5.3115225,5.786568,3.3813472,1.6402574,2.769031,1.6800461,1.7438079,4.3243275,2.9890544,Nominal,2,1,2022-12-03
0.13618542,0.07161559,0.08343711,5.1833797,5.588148,2.715045,1.5517216,2.8218436,1.7209593,1.7341552,4.145384,2.9592009,Nominal,2,1,2022-12-03
0.12365819,0.11242867,0.07090808,5.7922683,6.050125,4.3103814,1.5711378,2.7929487,1.7171568,1.8109525,4.244754,2.8080482,Nominal,2,1,2022-12-03
0.12959675,0.10043989,0.06651045,4.7313666,5.370921,3.7301145,1.6170295,2.8196409,1.6584736,1.676266,4.2295203,2.8774512,Nominal,2,1,2022-12-03
0.13165493,0.11301948,0.07115425,4.6807985,6.0216722,3.7926564,1.5712003,2.8458617,1.7390174,1.7940072,4.1426306,2.8544462,Nominal,2,1,2022-12-03
0.17344745,0.07834957,0.06605916,4.454657,4.927279,3.9858322,1.6336458,2.9734557,1.6900799,1.7832192,4.249573,2.9565191,Nominal,2,1,2022-12-03
0.1955983,0.11653173,0.15763694,4.6157956,5.0794663,3.0391548,1.6414647,2.7796288,1.6550416,1.7131218,4.2257977,2.9181197,Nominal,2,1,2022-12-03
0.18239552,0.10418547,0.09498486,5.216016,5.7166405,3.1633859,1.5931028,2.702171,1.7334765,1.7907629,4.1996717,2.8552394,Nominal,2,1,2022-12-03
0.15530944,0.11428764,0.065964006,5.261677,5.785054,3.3892825,1.63267,2.7871215,1.6721808,1.7423353,4.28926,2.8902245,Nominal,2,1,2022-12-03
0.123309284,0.15924583,0.079823494,3.374603,6.2911215,3.2173598,1.5936722,2.8450968,1.7523675,1.8131646,4.2590947,2.836217,Nominal,2,1,2022-12-03
0.19364965,0.10224115,0.057299905,4.9694133,5.3061776,3.2903416,1.5835958,2.7121758,1.6412739,1.708008,4.3156757,3.0091083,Nominal,2,1,2022-12-03
0.15348276,0.17843843,0.088609956,4.7818704,7.1182685,3.6531556,1.5849206,2.8081028,1.7231112,1.706712,4.18283,2.9888878,Nominal,2,1,2022-12-03
0.17720646,0.115992874,0.05808943,4.914458,4.945315,3.5663977,1.60588,2.8746936,1.768885,1.7060498,4.1863084,2.9702296,Nominal,2,1,2022-12-03
0.15053,0.09570302,0.047004953,4.49238,5.782003,3.488163,1.5970773,2.779529,1.7501146,1.7720745,4.198964,2.9203866,Nominal,2,1,2022-12-03
0.20961533,0.11249842,0.09538634,5.3854003,5.3323073,4.331967,1.5160089,2.724241,1.5915484,1.7182748,4.0642943,2.9750984,Nominal,2,1,2022-12-03
0.12693752,0.14232019,0.06953507,3.374124,5.1251187,3.1975415,1.6423969,2.7204986,1.7009591,1.7135712,4.2465773,2.9015284,Nominal,2,1,2022-12-03
0.20038694,0.05966437,0.1304076,4.675351,4.8554835,3.681063,1.579232,2.6641004,1.695893,1.798366,4.172644,3.037715,Nominal,2,1,2022-12-03
0.14245883,0.07369841,0.09365036,5.11322,6.127684,3.108164,1.6816394,2.7264214,1.6773167,1.7098644,4.210541,2.9619823,Nominal,2,1,2022-12-03
0.18138403,0.077339716,0.08552758,5.9162245,4.6727357,2.9782398,1.5698811,2.8908803,1.7885934,1.8395834,4.319096,2.992248,Nominal,2,1,2022-12-03
0.14458495,0.09281025,0.070575915,4.677842,4.8329887,3.395129,1.604997,2.828523,1.7313217,1.71764,4.153561,3.0453486,Nominal,2,1,2022-12-03
0.16691542,0.10235732,0.047548987,5.652847,5.915891,4.5145397,1.6315076,2.9939651,1.6872882,1.8257731,4.0662313,3.0501652,Nominal,2,1,2022-12-03
0.1645044,0.07626889,0.06488037,4.3607006,6.5642457,3.4124901,1.6651323,2.7846112,1.7097825,1.772196,4.1938396,2.9298966,Nominal,2,1,2022-12-03
0.15088637,0.11659348,0.057832867,4.3082166,5.9315896,3.549215,1.5836319,2.7412226,1.7124256,1.7296785,4.183174,2.7978947,Nominal,2,1,2022-12-03
0.17886351,0.095465764,0.08650485,4.5326176,5.735284,3.593017,1.5964117,2.8979492,1.6762874,1.7416464,4.175868,2.92984,Nominal,2,1,2022-12-03
0.27972326,0.12579715,0.08288696,4.8622456,5.565182,3.8845658,1.5526854,2.69679,1.7080268,1.7544014,4.205742,2.8288324,Nominal,2,1,2022-12-03
0.18100359,0.08804812,0.036796436,3.6700888,4.686421,3.4066598,1.6511551,2.7188876,1.7352694,1.7851452,4.173483,2.8879058,Nominal,2,1,2022-12-03
0.16729224,0.07025124,0.08901698,4.5785904,5.2663374,3.3964467,1.5795387,2.6913364,1.7096957,1.6865591,4.1786356,3.0420222,Nominal,2,1,2022-12-03
0.13777208,0.11391163,0.07271865,4.9067025,5.740217,3.5232296,1.5841595,2.7567213,1.7770512,1.7047353,4.119646,2.9697888,Nominal,2,1,2022-12-03
0.22753291,0.053587522,0.030772116,4.2258115,5.590447,4.060382,1.5959139,2.8445737,1.6774114,1.770006,3.9869664,2.9831724,Nominal,2,1,2022-12-03
0.1762556,0.089660026,0.090113305,5.4893355,5.032651,3.5341089,1.601024,2.8954713,1.749006,1.7302549,4.266687,2.903654,Nominal,2,1,2022-12-03
0.1064717,0.082771674,0.05568908,5.5213594,4.8722157,4.411187,1.6657788,2.9297297,1.7403985,1.7931474,4.2283154,2.9333901,Nominal,2,1,2022-12-03
0.13384481,0.09413616,0.08225297,4.168854,5.6790643,3.1111572,1.5861832,2.8830898,1.6954583,1.7790971,4.200702,2.8760102,Nominal,2,1,2022-12-03
0.17031951,0.123272546,0.06539843,4.1728535,5.907935,3.9942355,1.6238846,2.8444204,1.7253716,1.7483885,4.17263,2.956759,Nominal,2,1,2022-12-03
0.14507838,0.09235012,0.08240843,5.4067507,6.085189,3.1964722,1.6169877,2.743917,1.7166909,1.739052,4.128866,2.7808511,Nominal,2,1,2022-12-03
0.17099679,0.12515704,0.11915447,5.9207487,5.936521,3.6479275,1.6887498,2.7454355,1.6041186,1.8151695,4.2906036,2.9898036,Nominal,2,1,2022-12-03
0.1500524,0.094300725,0.07094442,4.789681,5.5958033,3.8965046,1.5744872,2.8205519,1.7225276,1.7531608,4.3210964,2.8916645,Nominal,2,1,2022-12-03
0.22979608,0.13493629,0.062325988,4.9098487,5.7564354,3.8004904,1.5381984,2.8296833,1.6126038,1.7333575,4.207398,2.7870066,Nominal,2,1,2022-12-03
0.1701431,0.09909274,0.05316927,5.256626,5.1602893,4.113508,1.5987842,2.740197,1.6783683,1.8532132,4.206343,3.0105608,Nominal,2,1,2022-12-03
0.20010503,0.06347987,0.05762428,6.062586,5.2762723,3.578648,1.7526947,2.8734002,1.7048416,1.7639035,4.1321726,2.8747962,Nominal,2,1,2022-12-03
0.2028074,0.09113543,0.066298135,3.5571384,5.1580243,4.1628833,1.5992582,2.72224,1.6342793,1.7515215,4.1141596,3.0009015,Nominal,2,1,2022-12-03
0.21453202,0.12108583,0.08898952,4.349068,6.391205,3.8622584,1.6872569,2.8038192,1.6008404,1.7804991,4.131978,2.9749486,Nominal,2,1,2022-12-03
0.20260979,0.092763506,0.10587221,6.056978,5.5329633,4.301962,1.6395967,2.7773113,1.742018,1.7807983,4.035154,2.9102309,Nominal,2,1,2022-12-03
0.16203198,0.11455146,0.08497084,5.132547,5.2292285,3.2143486,1.5813313,2.9099412,1.5908197,1.7192072,4.2527657,2.8979106,Nominal,2,1,2022-12-03
0.13754122,0.16692257,0.095554575,3.4929545,5.182697,3.2303658,1.5718122,2.8080318,1.7075641,1.7159616,4.2901855,2.9009657,Nominal,2,1,2022-12-03
0.18410414,0.07938256,0.077874675,4.2479687,5.8610897,3.4350638,1.5491284,2.8563294,1.6769544,1.7505729,4.2738104,2.9775085,Nominal,2,1,2022-12-03
0.20546658,0.13547944,0.07878537,5.529474,6.8924317,3.251708,1.5787482,2.7746708,1.7041504,1.6672972,4.3105793,2.8995523,Nominal,2,1,2022-12-03
0.18002789,0.11758271,0.06479575,4.5919385,5.235008,4.0372853,1.5812082,2.761017,1.6292155,1.7848091,4.078272,2.8622074,Nominal,2,1,2022-12-03
0.1877771,0.138072,0.045802705,4.6895595,4.846131,2.8724198,1.6131616,2.6469836,1.7054435,1.7502351,4.086132,2.7727544,Nominal,2,1,2022-12-03
0.1744793,0.07244264,0.066384844,4.201865,4.8084664,4.132775,1.6391096,2.7341928,1.6561159,1.7481833,4.1034193,2.9810638,Nominal,2,1,2022-12-03
0.15869181,0.07632827,0.074457355,4.3647757,5.8302455,3.7480927,1.6063969,2.7802396,1.7763412,1.7668155,4.187938,2.8289826,Nominal,2,1,2022-12-03
0.22415383,0.09600084,0.06745703,5.467062,5.756097,3.3679142,1.6067795,2.7832007,1.6501185,1.7650701,4.21508,3.0081134,Nominal,2,1,2022-12-03
0.17613357,0.08844674,0.07390909,4.814478,5.353163,3.6453612,1.5699432,2.8213782,1.7132815,1.8205272,4.1516485,2.8698258,Nominal,2,1,2022-12-03
0.169833,0.11681371,0.05080428,4.683747,5.1331873,3.9499753,1.5777922,2.7037733,1.7576742,1.789402,4.3047967,2.9587302,Nominal,2,1,2022-12-03
0.15648177,0.16155173,0.04942988,5.356688,5.0166287,3.237917,1.5298474,2.7485142,1.6879585,1.7696594,4.2637053,2.8757057,Nominal,2,1,2022-12-03
0.16809997,0.083748415,0.08176601,4.18778,6.9057856,3.4797883,1.6126256,2.7318141,1.740977,1.7394857,4.3142524,2.97261,Nominal,2,1,2022-12-03
0.16582039,0.08694516,0.062259883,5.9509172,4.9410357,3.2267969,1.611218,2.7669866,1.7175832,1.6880693,4.283054,3.031808,Nominal,2,1,2022-12-03
0.14398059,0.08416463,0.096963905,3.889963,5.518913,2.9265096,1.498318,2.835571,1.7218137,1.675563,4.1724367,3.0027425,Nominal,2,1,2022-12-03
0.15134898,0.11245149,0.077648096,3.8605225,5.1629977,3.9474728,1.6323342,2.757646,1.6607834,1.6428403,4.191302,2.9524255,Nominal,2,1,2022-12-03
0.15976463,0.088205345,0.06605464,3.7279673,4.6793146,3.782806,1.5765043,2.756062,1.7117342,1.8010358,4.23135,2.959133,Nominal,2,1,2022-12-03
0.17517616,0.0899007,0.09538479,5.2560863,4.9511423,3.375384,1.5550333,2.92547,1.7369205,1.7622088,4.2033205,2.9148383,Nominal,2,1,2022-12-03
0.19612552,0.12013331,0.078509815,3.9040363,4.870222,3.054973,1.5640621,2.8079603,1.7030361,1.8112876,4.114338,2.8509572,Nominal,2,1,2022-12-03
0.13732171,0.09992004,0.065968834,4.273929,5.570745,3.3631318,1.5649245,2.7427423,1.641947,1.7766985,4.2491784,2.9040327,Nominal,2,1,2022-12-03
0.19041644,0.07446362,0.09091669,6.874445,5.523727,3.8957531,1.6245298,2.749325,1.7103602,1.8320134,4.282503,2.9934359,Nominal,2,1,2022-12-03
0.15938757,0.06693325,0.044134386,4.7588205,5.727094,2.9111254,1.7082902,2.864987,1.6890702,1.7781365,4.3259416,3.001661,Nominal,2,1,2022-12-03
0.14845979,0.10681617,0.08848538,3.9471393,4.822251,3.5748105,1.5695775,3.0743785,1.7168192,1.7972753,4.2003117,2.9556427,Nominal,2,1,2022-12-03
0.1493915,0.08250401,0.054147884,4.3192477,6.010222,3.0002937,1.5495615,2.6789875,1.7036982,1.7783731,4.206026,2.8570879,Nominal,2,1,2022-12-03
0.1316067,0.09642197,0.067779265,5.482412,5.1966085,3.7443798,1.6150618,2.8201346,1.7465738,1.7939397,4.2160673,2.9775887,Nominal,2,1,2022-12-03
0.22799696,0.10451591,0.05406455,5.5317426,7.3257723,4.078279,1.6148177,2.860879,1.7049915,1.8624803,4.038824,2.8834717,Nominal,2,1,2022-12-03
0.24101251,0.10603282,0.07811878,5.40785,4.8957877,3.5532568,1.5514505,2.7955499,1.7526859,1.6930488,4.135967,2.9686449,Nominal,2,1,2022-12-03
0.13646787,0.1116695,0.14074335,4.5843716,5.3911214,3.1622329,1.6131675,2.7696598,1.7174287,1.7697691,4.1372375,2.9391978,Nominal,2,1,2022-12-03
0.20378047,0.08511352,0.050226014,3.917931,5.03916,3.0973442,1.5449296,2.689381,1.6798573,1.7238066,4.3082523,2.8515747,Nominal,2,1,2022-12-03
0.14010724,0.09905792,0.07963196,4.3994837,5.622773,3.6359692,1.5539693,2.7177145,1.6954345,1.8197229,4.2208514,3.0100634,Nominal,2,1,2022-12-03
0.16509975,0.11879847,0.11537415,4.497077,5.1904407,3.2876997,1.5493708,2.8929834,1.5968075,1.7968007,4.1843286,2.9450305,Nominal,2,1,2022-12-03
0.18605249,0.12300655,0.08725651,4.149935,4.1577415,2.6079485,1.6085587,2.7276826,1.7078676,1.7774624,4.318703,2.7532628,Nominal,2,1,2022-12-03
0.19399464,0.06440342,0.110979944,5.253834,5.0851083,2.9071012,1.6352576,2.6139026,1.6985977,1.7598256,4.188453,2.9930902,Nominal,2,1,2022-12-03
0.22410636,0.055922348,0.07275824,6.351467,5.243761,3.0521958,1.557491,2.8413234,1.6623472,1.7814509,4.092216,2.9874957,Nominal,2,1,2022-12-03
0.17567576,0.088818975,0.04442586,4.1988006,4.772244,3.167869,1.6107124,2.772705,1.6753566,1.7470905,4.3009887,2.8815734,Nominal,2,1,2022-12-03
0.16215628,0.059708767,0.08612539,5.063787,5.576402,3.9759386,1.6614901,2.809163,1.8007116,1.7723877,4.104493,3.0030818,Nominal,2,1,2022-12-03
0.1827503,0.086009346,0.05233747,4.165603,5.2136188,3.43205,1.5828757,2.9868102,1.69594,1.7217731,4.2973814,2.8370087,Nominal,2,1,2022-12-03
0.13238466,0.06910928,0.05007646,4.0872526,5.8249717,3.5609798,1.5909669,2.814734,1.7110605,1.7198298,4.1546288,3.0177727,Nominal,2,1,2022-12-03
0.15572715,0.07760438,0.051960222,3.7740285,6.829861,4.8052487,1.6484348,2.8789055,1.7497452,1.7206086,4.2933583,3.0173473,Nominal,2,1,2022-12-03
0.18433236,0.066699415,0.07577809,4.701681,4.8799157,3.4468775,1.611391,2.717561,1.7951903,1.7537822,4.248708,2.853466,Nominal,2,1,2022-12-03
0.10641348,0.08433403,0.06847864,3.7298005,5.0850186,3.41646,1.6464335,2.8017414,1.6813282,1.7366222,4.364479,2.9730961,Nominal,2,1,2022-12-03
0.21083783,0.10159521,0.0560539,4.812063,4.602963,4.828602,1.6375524,2.761979,1.6463872,1.7435414,4.100133,2.9464808,Nominal,2,1,2022-12-03
0.15502284,0.100711405,0.08886687,4.635609,5.41185,4.0011206,1.6456693,2.7031548,1.7755556,1.7880423,4.3361845,2.9825618,Nominal,2,1,2022-12-03
0.1283154,0.043720044,0.1162779,5.642763,4.9794855,3.542755,1.5779086,3.0142236,1.7098901,1.8091918,4.137411,2.9339724,Nominal,2,1,2022-12-03
0.12532015,0.11663424,0.05814939,5.820948,5.1717243,3.2036977,1.6103933,2.715748,1.7342691,1.7528833,4.121795,3.0127378,Nominal,2,1,2022-12-03
0.17753984,0.05782349,0.12062912,4.5284886,6.130271,3.2320287,1.6438339,2.716559,1.7247277,1.8019202,4.1041074,3.0743148,Nominal,2,1,2022-12-03
0.15841584,0.069444016,0.07336075,4.893562,6.2279634,2.505217,1.590664,2.719406,1.7480619,1.7919829,4.2414737,2.8921354,Nominal,2,1,2022-12-03
0.18439196,0.120454006,0.051392786,4.785109,5.3570924,4.039148,1.5375504,2.7860022,1.7165753,1.8352233,4.2921,2.9334557,Nominal,2,1,2022-12-03
0.22813147,0.08914209,0.0867848,5.2881618,6.0365906,3.4449208,1.5510671,2.7181265,1.6561639,1.7334015,4.064655,2.9278467,Nominal,2,1,2022-12-03
0.23011117,0.07291759,0.086885296,4.9666,4.750698,4.031857,1.6483852,2.7636755,1.7189802,1.7253464,4.2538915,2.9751234,Nominal,2,1,2022-12-03
0.18527107,0.12926437,0.086761296,5.094356,4.955144,3.6476052,1.588886,2.7658484,1.7699535,1.7739949,4.263719,2.9697485,Nominal,2,1,2022-12-03
0.16968863,0.074115686,0.042893715,4.894089,5.6319423,3.2397127,1.6531821,2.602421,1.7030675,1.78579,4.2072406,2.9322975,Nominal,2,1,2022-12-03
0.16891359,0.12196725,0.07887073,4.2533736,5.1333227,3.1225033,1.6967033,2.722374,1.6528325,1.7389363,4.25462,3.0115361,Nominal,2,1,2022-12-03
0.15373471,0.10388009,0.09775041,4.288199,5.45165,3.4088972,1.6565214,2.8717833,1.7093065,1.8300792,4.2632394,3.0077653,Nominal,2,1,2022-12-03
0.10070027,0.124527246,0.085116096,4.2515106,5.048847,3.1396153,1.5667164,2.8587053,1.675274,1.737232,4.29147,3.04246,Nominal,2,1,2022-12-03
0.16798836,0.10159361,0.04725105,5.2042217,5.7441382,2.8826077,1.6685326,2.8057477,1.7144732,1.8018594,4.2518177,3.0836506,Nominal,2,1,2022-12-03
